chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr1	42734	+	CHH	0.000	15.00	0	15	44	44	-0.000	0.204
chr1	42735	+	CHH	0.067	15.00	1	15	44	44	0.012	0.298
chr1	42738	+	CHH	0.000	15.00	0	15	45	45	-0.000	0.204
chr1	42741	-	CHH	0.022	45.00	1	45	17	17	0.004	0.116
chr1	42742	+	CHH	0.000	16.63	0	17	45	46	0.000	0.188
chr1	42745	+	CHH	0.000	16.62	0	17	44	45	0.000	0.188
chr1	42748	+	CHH	0.056	18.00	1	18	43	43	0.010	0.258
chr1	42753	-	CHH	0.022	45.00	1	45	19	19	0.004	0.116
chr1	42756	+	CHH	0.050	20.00	1	20	45	45	0.009	0.236
chr1	42760	+	CHH	0.050	20.00	1	20	45	45	0.009	0.236
chr1	42764	+	CHH	0.050	20.00	1	20	45	45	0.009	0.236
chr1	42767	+	CHH	0.143	21.00	3	21	47	47	0.050	0.346
chr1	42777	-	CHH	0.067	45.00	3	45	24	24	0.023	0.179
chr1	42788	+	CHH	0.160	25.00	4	25	44	44	0.064	0.347
chr1	42792	-	CHH	0.167	42.00	7	42	26	26	0.083	0.306
chr1	42809	+	CHH	0.148	27.00	4	27	44	44	0.059	0.325
chr1	42811	+	CHH	0.111	27.00	3	27	42	42	0.039	0.281
chr1	42819	-	CHH	0.105	38.00	4	38	27	27	0.042	0.241
chr1	42820	+	CHH	0.222	27.00	6	27	38	38	0.106	0.408
chr1	42823	+	CHH	0.240	25.00	6	25	36	36	0.115	0.434
chr1	42842	+	CHH	0.250	24.00	6	24	29	29	0.120	0.449
chr1	42848	+	CHH	0.130	23.00	3	23	26	26	0.045	0.321
chr1	42851	-	CHH	0.000	24.00	0	24	22	22	0.000	0.138
chr1	42852	+	CHH	0.091	22.00	2	22	23	23	0.025	0.278
chr1	42855	-	CHH	0.000	22.00	0	22	20	20	0.000	0.149
chr1	42858	+	CHH	0.050	20.00	1	20	22	22	0.009	0.236
chr1	42861	+	CHH	0.000	19.00	0	19	21	21	0.000	0.168
chr1	42868	-	CHH	0.111	18.00	2	18	20	20	0.031	0.328
chr1	42883	+	CHH	0.000	17.00	0	17	17	17	0.000	0.184
chr1	42886	+	CHH	0.000	17.00	0	17	17	17	0.000	0.184
chr1	42887	+	CHH	0.000	17.00	0	17	19	19	0.000	0.184
chr1	42892	-	CHH	0.142	14.06	2	15	15	16	0.040	0.398
chr1	42895	-	CHH	0.000	14.00	0	14	15	15	0.000	0.215
chr1	42897	+	CHH	0.067	15.00	1	15	14	14	0.012	0.298
chr1	42902	+	CG	0.000	14.00	0	14	13	13	0.000	0.215
chr1	42903	-	CG	0.000	13.00	0	13	14	14	0.000	0.228
chr1	42911	-	CHH	0.000	13.00	0	13	13	13	0.000	0.228
chr1	42912	-	CHH	0.000	13.00	0	13	13	13	0.000	0.228
chr1	42917	-	CHH	0.000	10.00	0	10	12	12	-0.000	0.278
chr1	42918	-	CHH	0.000	10.00	0	10	12	12	-0.000	0.278
chr1	42920	-	CHH	0.000	9.00	0	9	12	12	0.000	0.299
chr1	42925	-	CHH	0.000	9.00	0	9	10	10	0.000	0.299
chr1	42926	-	CHH	0.000	9.00	0	9	10	10	0.000	0.299
chr1	42927	+	CHH	0.111	9.00	1	9	9	9	0.020	0.435
chr1	42929	+	CHG	0.000	9.00	0	9	9	9	0.000	0.299
chr1	42931	-	CHG	0.000	9.00	0	9	9	9	0.000	0.299
chr1	42936	+	CHH	0.000	8.00	0	8	9	9	0.000	0.324
chr1	42939	+	CHH	0.000	7.00	0	7	9	9	0.000	0.354
chr1	42940	+	CHH	0.143	7.00	1	7	10	10	0.026	0.513
chr1	42942	+	CHH	0.000	6.00	0	6	9	9	0.000	0.390
chr1	42943	+	CHH	0.000	6.00	0	6	9	9	0.000	0.390
chr1	42949	+	CHH	0.000	4.00	0	4	8	8	0.000	0.490
chr1	42950	+	CHH	0.250	4.00	1	4	7	7	0.046	0.699
chr1	42952	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	42955	-	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	42958	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	42959	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	42964	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	42969	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	42971	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	42972	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	42975	-	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	42976	+	CHH	0.000	4.00	0	4	4	4	0.000	0.490
chr1	42978	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	42983	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	42986	-	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	42987	+	CG	0.000	3.00	0	3	4	4	0.000	0.562
chr1	42988	-	CG	0.000	4.00	0	4	3	3	0.000	0.490
chr1	42989	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	42992	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	42993	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	42998	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	43001	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	43005	-	CHH	0.167	6.00	1	6	4	4	0.030	0.564
chr1	43006	-	CHH	0.000	6.00	0	6	4	4	0.000	0.390
chr1	43007	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	43012	-	CHH	0.167	6.00	1	6	4	4	0.030	0.564
chr1	43017	+	CHH	0.000	3.00	0	3	7	7	0.000	0.562
chr1	43019	+	CHG	0.000	3.00	0	3	6	6	0.000	0.562
chr1	43021	-	CHG	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	43023	+	CG	0.000	3.00	0	3	5	5	0.000	0.562
chr1	43024	-	CG	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	43025	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	43029	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	43035	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	43039	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	43041	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	43051	+	CHH	0.000	6.00	0	6	6	6	0.000	0.390
chr1	43053	+	CG	0.000	7.00	0	7	5	5	0.000	0.354
chr1	43054	-	CG	0.000	6.00	0	6	8	8	0.000	0.390
chr1	43056	+	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	43059	-	CHH	0.000	7.00	0	7	9	9	0.000	0.354
chr1	43067	-	CHH	0.000	8.00	0	8	10	10	0.000	0.324
chr1	43068	-	CHH	0.000	8.00	0	8	10	10	0.000	0.324
chr1	43073	-	CHH	0.000	8.00	0	8	11	11	0.000	0.324
chr1	43076	-	CHH	0.000	8.00	0	8	12	12	0.000	0.324
chr1	43078	-	CHH	0.000	8.00	0	8	12	12	0.000	0.324
chr1	43086	-	CHH	0.000	10.00	0	10	13	13	-0.000	0.278
chr1	43089	+	CHH	0.000	14.00	0	14	10	10	0.000	0.215
chr1	43097	+	CG	0.000	15.00	0	15	10	10	-0.000	0.204
chr1	43098	-	CG	0.000	10.00	0	10	15	15	-0.000	0.278
chr1	43101	+	CHH	0.000	15.00	0	15	10	10	-0.000	0.204
chr1	43105	+	CHH	0.000	15.00	0	15	10	10	-0.000	0.204
chr1	43106	+	CHH	0.000	15.00	0	15	10	10	-0.000	0.204
chr1	43107	+	CHH	0.000	15.00	0	15	10	10	-0.000	0.204
chr1	43109	+	CHH	0.000	15.00	0	15	10	10	-0.000	0.204
chr1	43118	-	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43121	-	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43122	-	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43124	-	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43125	-	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43126	-	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43128	-	CHH	0.091	11.00	1	11	16	16	0.016	0.377
chr1	43129	+	CHG	0.062	16.00	1	16	11	11	0.011	0.283
chr1	43131	-	CHG	0.000	11.00	0	11	17	17	0.000	0.259
chr1	43136	-	CHH	0.000	11.00	0	11	17	17	0.000	0.259
chr1	43137	+	CHH	0.059	17.00	1	17	11	11	0.010	0.270
chr1	43142	-	CHH	0.000	10.00	0	10	17	17	-0.000	0.278
chr1	43146	-	CHH	0.091	11.00	1	11	16	16	0.016	0.377
chr1	43150	+	CG	0.000	16.00	0	16	11	11	0.000	0.194
chr1	43151	-	CG	0.100	10.00	1	10	16	16	0.018	0.404
chr1	43153	-	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43155	+	CHH	0.000	16.00	0	16	11	11	0.000	0.194
chr1	43158	-	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43164	+	CG	0.000	16.00	0	16	11	11	0.000	0.194
chr1	43165	-	CG	0.100	10.00	1	10	16	16	0.018	0.404
chr1	43177	-	CHH	0.100	10.00	1	10	15	15	0.018	0.404
chr1	43182	-	CHH	0.000	11.00	0	11	14	14	0.000	0.259
chr1	43191	-	CHH	0.000	9.00	0	9	15	15	0.000	0.299
chr1	43193	-	CHH	0.000	10.00	0	10	13	13	-0.000	0.278
chr1	43195	-	CHH	0.000	10.00	0	10	13	13	-0.000	0.278
chr1	43196	-	CHH	0.000	10.00	0	10	13	13	-0.000	0.278
chr1	43197	-	CHH	0.000	10.00	0	10	13	13	-0.000	0.278
chr1	43199	+	CG	0.000	12.00	0	12	10	10	0.000	0.243
chr1	43200	-	CG	0.000	10.00	0	10	13	13	-0.000	0.278
chr1	43202	+	CHH	0.000	13.00	0	13	10	10	0.000	0.228
chr1	43205	-	CHH	0.000	10.00	0	10	11	11	-0.000	0.278
chr1	43208	+	CHH	0.000	10.00	0	10	10	10	-0.000	0.278
chr1	43209	+	CHH	0.000	10.00	0	10	9	9	-0.000	0.278
chr1	43211	+	CHH	0.000	10.00	0	10	8	8	-0.000	0.278
chr1	43213	+	CHH	0.000	10.00	0	10	8	8	-0.000	0.278
chr1	43217	-	CHH	0.000	8.00	0	9	8	9	0.000	0.324
chr1	43222	+	CHH	0.000	8.00	0	8	9	9	0.000	0.324
chr1	43233	+	CHH	0.000	7.00	0	7	8	8	0.000	0.354
chr1	43236	+	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	43240	+	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	43243	+	CG	0.000	4.00	0	4	7	7	0.000	0.490
chr1	43244	-	CG	0.000	6.00	0	6	4	4	0.000	0.390
chr1	43246	-	CHH	0.000	6.00	0	6	4	4	0.000	0.390
chr1	43247	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	43254	-	CHH	0.000	7.00	0	7	4	4	0.000	0.354
chr1	43255	-	CHH	0.000	8.00	0	8	4	4	0.000	0.324
chr1	43256	-	CHH	0.000	8.00	0	8	4	4	0.000	0.324
chr1	43263	-	CHH	0.000	10.00	0	10	3	3	-0.000	0.278
chr1	43265	-	CHH	0.000	9.00	0	9	3	3	0.000	0.299
chr1	43266	-	CHH	0.000	9.00	0	9	3	3	0.000	0.299
chr1	43267	+	CHH	0.000	3.00	0	3	8	8	0.000	0.562
chr1	43268	+	CHH	0.000	3.00	0	3	9	9	0.000	0.562
chr1	43270	+	CHH	0.000	3.00	0	3	9	9	0.000	0.562
chr1	43277	+	CG	0.000	2.00	0	2	10	10	0.000	0.658
chr1	43278	-	CG	0.100	10.00	1	10	4	4	0.018	0.404
chr1	43279	+	CHH	0.000	4.00	0	4	10	10	0.000	0.490
chr1	43283	-	CHH	0.000	10.00	0	10	2	2	-0.000	0.278
chr1	43288	-	CHH	0.000	12.00	0	12	3	3	0.000	0.243
chr1	43290	-	CHH	0.000	12.00	0	12	3	3	0.000	0.243
chr1	43295	+	CHH	0.250	4.00	1	4	12	12	0.046	0.699
chr1	43306	-	CHH	0.000	11.00	0	11	4	4	0.000	0.259
chr1	43309	-	CHH	0.000	11.00	0	11	5	5	0.000	0.259
chr1	43311	-	CHH	0.000	11.00	0	11	5	5	0.000	0.259
chr1	43313	-	CHH	0.000	13.00	0	13	5	5	0.000	0.228
chr1	43314	-	CHH	0.000	13.00	0	13	6	6	0.000	0.228
chr1	43316	+	CHG	0.000	5.50	0	6	11	12	0.000	0.411
chr1	43318	-	CHG	0.000	12.00	0	12	6	6	0.000	0.243
chr1	43325	+	CHH	0.143	7.00	1	7	13	13	0.026	0.513
chr1	43336	-	CHH	0.143	14.00	2	14	7	7	0.040	0.399
chr1	43341	+	CHH	0.000	7.00	0	7	14	14	0.000	0.354
chr1	43345	+	CHG	0.286	7.00	2	7	13	13	0.082	0.641
chr1	43347	-	CHG	0.077	13.00	1	13	7	7	0.014	0.333
chr1	43353	-	CHH	0.000	14.00	0	14	8	8	0.000	0.215
chr1	43364	+	CHH	0.100	10.00	1	10	18	18	0.018	0.404
chr1	43365	+	CHH	0.000	10.00	0	10	17	17	-0.000	0.278
chr1	43367	+	CHH	0.000	10.00	0	10	17	17	-0.000	0.278
chr1	43375	+	CHH	0.182	11.00	2	11	17	17	0.051	0.477
chr1	43379	-	CHH	0.176	17.00	3	17	11	11	0.062	0.410
chr1	43385	+	CHH	0.091	11.00	1	11	18	18	0.016	0.377
chr1	43402	+	CHH	0.000	12.00	0	12	19	19	0.000	0.243
chr1	43413	-	CHH	0.128	15.58	2	17	11	12	0.036	0.368
chr1	43414	-	CHH	0.121	16.50	2	18	11	12	0.034	0.352
chr1	43417	-	CHH	0.056	18.00	1	18	11	11	0.010	0.258
chr1	43418	-	CHH	0.061	16.50	1	18	11	12	0.011	0.276
chr1	43421	+	CHH	0.000	11.00	0	11	17	17	0.000	0.259
chr1	43426	-	CHH	0.116	17.27	2	19	10	11	0.032	0.339
chr1	43429	+	CHH	0.000	11.00	0	11	20	20	0.000	0.259
chr1	43434	+	CHH	0.000	10.00	0	10	19	19	-0.000	0.278
chr1	43436	+	CHH	0.000	7.11	0	9	15	19	0.000	0.351
chr1	43441	+	CHH	0.000	10.00	0	10	18	18	-0.000	0.278
chr1	43446	-	CHH	0.056	18.00	1	18	9	9	0.010	0.258
chr1	43449	+	CHH	0.000	9.00	0	9	18	18	0.000	0.299
chr1	43452	+	CHH	0.000	9.00	0	9	18	18	0.000	0.299
chr1	43457	+	CHH	0.000	8.00	0	8	17	17	0.000	0.324
chr1	43459	+	CHH	0.000	8.00	0	8	15	15	0.000	0.324
chr1	43461	+	CG	0.000	9.00	0	9	15	15	0.000	0.299
chr1	43462	-	CG	0.000	15.00	0	15	10	10	-0.000	0.204
chr1	43463	-	CHG	0.067	15.00	1	15	10	10	0.012	0.298
chr1	43467	+	CHH	0.000	9.00	0	9	15	15	0.000	0.299
chr1	43473	+	CHH	0.000	8.00	0	8	15	15	0.000	0.324
chr1	43475	+	CHG	0.000	8.00	0	8	15	15	0.000	0.324
chr1	43477	-	CHG	0.000	17.00	0	17	8	8	0.000	0.184
chr1	43478	+	CHH	0.000	7.53	0	8	16	17	0.000	0.338
chr1	43485	+	CHH	0.000	8.00	0	8	17	17	0.000	0.324
chr1	43488	+	CHH	0.000	7.00	0	7	16	16	0.000	0.354
chr1	43490	+	CHH	0.000	8.00	0	8	17	17	0.000	0.324
chr1	43504	-	CHH	0.125	16.00	2	16	6	6	0.035	0.360
chr1	43505	-	CHH	0.000	16.00	0	16	6	6	0.000	0.194
chr1	43510	+	CHH	0.000	5.00	0	5	15	15	-0.000	0.434
chr1	43513	+	CHH	0.000	5.00	0	5	13	13	-0.000	0.434
chr1	43515	+	CHH	0.000	5.00	0	5	12	12	-0.000	0.434
chr1	43517	+	CG	0.000	4.00	0	4	12	12	0.000	0.490
chr1	43518	-	CG	0.083	12.00	1	12	4	4	0.015	0.354
chr1	43519	+	CG	0.000	4.00	0	4	12	12	0.000	0.490
chr1	43520	-	CG	0.167	12.00	2	12	4	4	0.047	0.448
chr1	43521	-	CHG	0.000	12.00	0	12	4	4	0.000	0.243
chr1	43527	+	CHH	0.000	4.00	0	4	12	12	0.000	0.490
chr1	43531	-	CHH	0.000	11.00	0	11	4	4	0.000	0.259
chr1	43532	+	CHH	0.000	4.00	0	4	11	11	0.000	0.490
chr1	43537	-	CHH	0.000	10.00	0	10	4	4	-0.000	0.278
chr1	43541	-	CHH	0.000	10.00	0	10	3	3	-0.000	0.278
chr1	43545	+	CHH	0.000	3.00	0	3	10	10	0.000	0.562
chr1	43548	+	CHH	0.000	3.00	0	3	10	10	0.000	0.562
chr1	43551	+	CHH	0.000	3.00	0	3	9	9	0.000	0.562
chr1	43552	+	CHH	0.000	3.00	0	3	9	9	0.000	0.562
chr1	43554	+	CHH	0.000	3.00	0	3	8	8	0.000	0.562
chr1	43555	+	CHH	0.000	3.00	0	3	8	8	0.000	0.562
chr1	43558	-	CHH	0.000	8.00	0	8	3	3	0.000	0.324
chr1	43562	-	CHH	0.000	9.00	0	9	4	4	0.000	0.299
chr1	43575	-	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	43576	-	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	43582	+	CHH	0.200	5.00	1	5	8	8	0.036	0.624
chr1	43589	+	CHH	0.167	6.00	1	6	10	10	0.030	0.564
chr1	43595	+	CHH	0.167	6.00	1	6	13	13	0.030	0.564
chr1	43599	+	CHH	0.000	6.00	0	6	13	13	0.000	0.390
chr1	43604	-	CHH	0.077	13.00	1	13	5	5	0.014	0.333
chr1	43611	-	CHH	0.092	10.83	1	13	5	6	0.016	0.382
chr1	43613	-	CHH	0.154	13.00	2	13	5	5	0.043	0.422
chr1	43614	-	CHH	0.077	13.00	1	13	5	5	0.014	0.333
chr1	43615	-	CHH	0.077	13.00	1	13	5	5	0.014	0.333
chr1	43625	+	CHH	0.000	5.00	0	5	11	11	-0.000	0.434
chr1	43628	+	CHH	0.000	5.00	0	5	10	10	-0.000	0.434
chr1	43629	+	CHG	0.000	5.00	0	5	10	10	-0.000	0.434
chr1	43631	-	CHG	0.000	10.00	0	10	5	5	-0.000	0.278
chr1	43632	+	CHH	0.000	5.00	0	5	10	10	-0.000	0.434
chr1	43633	+	CHG	0.000	5.00	0	5	10	10	-0.000	0.434
chr1	43635	-	CHG	0.091	11.00	1	11	5	5	0.016	0.377
chr1	43642	-	CHH	0.000	10.00	0	10	6	6	-0.000	0.278
chr1	43643	-	CHH	0.000	10.00	0	10	6	6	-0.000	0.278
chr1	43646	-	CHH	0.000	11.00	0	11	7	7	0.000	0.259
chr1	43648	-	CHH	0.000	11.00	0	11	7	7	0.000	0.259
chr1	43652	+	CHH	0.000	7.00	0	7	11	11	0.000	0.354
chr1	43655	-	CHH	0.000	11.00	0	11	7	7	0.000	0.259
chr1	43656	-	CHH	0.000	11.00	0	11	7	7	0.000	0.259
chr1	43662	+	CHH	0.000	7.00	0	7	11	11	0.000	0.354
chr1	43665	-	CHH	0.000	11.00	0	11	7	7	0.000	0.259
chr1	43668	+	CHH	0.000	7.00	0	7	12	12	0.000	0.354
chr1	43670	+	CHH	0.125	8.00	1	8	12	12	0.022	0.471
chr1	43671	+	CHH	0.125	8.00	1	8	12	12	0.022	0.471
chr1	43678	-	CHH	0.000	13.00	0	13	8	8	0.000	0.228
chr1	43681	+	CHH	0.000	8.00	0	8	14	14	0.000	0.324
chr1	43689	-	CHH	0.071	14.00	1	14	8	8	0.013	0.315
chr1	43690	+	CHH	0.000	8.00	0	8	14	14	0.000	0.324
chr1	43694	+	CHG	0.000	8.00	0	8	15	15	0.000	0.324
chr1	43696	-	CHG	0.133	15.00	2	15	8	8	0.037	0.379
chr1	43714	-	CHH	0.125	16.00	2	16	7	7	0.035	0.360
chr1	43715	-	CHH	0.125	16.00	2	16	7	7	0.035	0.360
chr1	43718	+	CHH	0.125	8.00	1	8	15	15	0.022	0.471
chr1	43724	-	CHH	0.071	14.00	1	14	7	7	0.013	0.315
chr1	43727	-	CHH	0.071	14.00	1	14	7	7	0.013	0.315
chr1	43729	-	CHH	0.071	14.00	1	14	8	8	0.013	0.315
chr1	43731	+	CHH	0.000	9.00	0	9	15	15	0.000	0.299
chr1	43734	-	CHH	0.000	14.00	0	14	11	11	0.000	0.215
chr1	43735	+	CHH	0.000	11.00	0	11	14	14	0.000	0.259
chr1	43738	-	CHH	0.000	15.00	0	15	11	11	-0.000	0.204
chr1	43740	-	CHH	0.000	16.00	0	16	10	10	0.000	0.194
chr1	43744	+	CHH	0.091	11.00	1	11	15	15	0.016	0.377
chr1	43745	+	CHG	0.182	11.00	2	11	15	15	0.051	0.477
chr1	43747	-	CHG	0.000	15.00	0	15	11	11	-0.000	0.204
chr1	43748	+	CHH	0.091	11.00	1	11	14	14	0.016	0.377
chr1	43753	+	CHH	0.091	11.00	1	11	15	15	0.016	0.377
chr1	43755	+	CHG	0.000	11.00	0	11	15	15	0.000	0.259
chr1	43756	+	CG	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43757	-	CG	0.062	16.00	1	16	11	11	0.011	0.283
chr1	43758	+	CG	0.091	11.00	1	11	16	16	0.016	0.377
chr1	43759	-	CG	0.062	16.00	1	16	11	11	0.011	0.283
chr1	43760	+	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43763	+	CHH	0.000	10.00	0	10	16	16	-0.000	0.278
chr1	43766	+	CG	0.000	10.00	0	10	15	15	-0.000	0.278
chr1	43767	-	CG	0.000	14.55	0	16	10	11	0.000	0.209
chr1	43771	+	CHH	0.000	10.00	0	10	16	16	-0.000	0.278
chr1	43775	+	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43777	+	CHH	0.000	11.00	0	11	15	15	0.000	0.259
chr1	43780	+	CHH	0.000	11.00	0	11	16	16	0.000	0.259
chr1	43788	+	CHH	0.000	10.00	0	10	15	15	-0.000	0.278
chr1	43791	+	CHH	0.000	6.60	0	9	11	15	0.000	0.368
chr1	43795	-	CHH	0.000	15.00	0	15	9	9	-0.000	0.204
chr1	43798	-	CHH	0.000	16.00	0	16	8	8	0.000	0.194
chr1	43801	-	CHH	0.000	16.00	0	16	9	9	0.000	0.194
chr1	43802	-	CHH	0.000	16.00	0	16	9	9	0.000	0.194
chr1	43803	-	CHH	0.000	16.00	0	16	9	9	0.000	0.194
chr1	43807	-	CHH	0.000	16.00	0	16	10	10	0.000	0.194
chr1	43809	-	CHH	0.000	16.00	0	16	11	11	0.000	0.194
chr1	43817	+	CHG	0.082	12.13	1	13	14	15	0.015	0.351
chr1	43819	-	CHG	0.000	13.00	0	13	13	13	0.000	0.228
chr1	43824	-	CHH	0.000	14.00	0	14	14	14	0.000	0.215
chr1	43831	+	CHH	0.000	14.00	0	14	13	13	0.000	0.215
chr1	43839	+	CHH	0.000	14.00	0	14	12	12	0.000	0.215
chr1	43842	-	CHH	0.000	12.00	0	12	14	14	0.000	0.243
chr1	43844	-	CHH	0.000	12.00	0	12	14	14	0.000	0.243
chr1	43845	-	CHH	0.000	12.00	0	12	14	14	0.000	0.243
chr1	43851	-	CHH	0.000	12.00	0	12	14	14	0.000	0.243
chr1	43852	-	CHH	0.000	12.00	0	12	14	14	0.000	0.243
chr1	43858	-	CHH	0.000	10.00	0	10	14	14	-0.000	0.278
chr1	43859	-	CHH	0.000	10.00	0	10	14	14	-0.000	0.278
chr1	43860	-	CHH	0.000	10.00	0	10	14	14	-0.000	0.278
chr1	43862	-	CHH	0.000	10.00	0	10	15	15	-0.000	0.278
chr1	43867	-	CHH	0.000	10.00	0	10	14	14	-0.000	0.278
chr1	43868	-	CHH	0.100	10.00	1	10	14	14	0.018	0.404
chr1	43882	+	CHH	0.000	9.90	0	11	9	10	0.000	0.280
chr1	43888	+	CHH	0.000	9.00	0	9	8	8	0.000	0.299
chr1	43891	+	CHH	0.000	9.00	0	9	6	6	0.000	0.299
chr1	43895	-	CHH	0.000	5.00	0	5	9	9	-0.000	0.434
chr1	43899	-	CHH	0.000	5.00	0	5	9	9	-0.000	0.434
chr1	43902	+	CHH	0.000	9.00	0	9	5	5	0.000	0.299
chr1	43905	+	CHH	0.000	9.00	0	9	5	5	0.000	0.299
chr1	43906	+	CHH	0.000	9.00	0	9	4	4	0.000	0.299
chr1	43908	+	CHG	0.000	9.00	0	9	4	4	0.000	0.299
chr1	43910	-	CHG	0.000	4.00	0	4	9	9	0.000	0.490
chr1	43912	+	CHH	0.000	9.00	0	9	4	4	0.000	0.299
chr1	43921	+	CHH	0.000	8.00	0	8	4	4	0.000	0.324
chr1	43925	-	CHH	0.000	4.00	0	4	8	8	0.000	0.490
chr1	43928	-	CHH	0.000	5.00	0	5	8	8	-0.000	0.434
chr1	43929	+	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	43930	+	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	43932	+	CHH	0.000	8.00	0	8	4	4	0.000	0.324
chr1	43943	-	CHH	0.000	5.00	0	5	8	8	-0.000	0.434
chr1	43944	+	CHH	0.000	8.00	0	8	5	5	0.000	0.324
chr1	43946	+	CG	0.000	8.00	0	8	4	4	0.000	0.324
chr1	43947	-	CG	0.000	3.00	0	3	8	8	0.000	0.562
chr1	43950	-	CHH	0.000	3.00	0	3	7	7	0.000	0.562
chr1	43952	+	CHH	0.000	7.00	0	7	3	3	0.000	0.354
chr1	43959	+	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	43965	+	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	43969	+	CG	0.000	3.00	0	3	3	3	0.000	0.562
chr1	43970	-	CG	0.000	3.00	0	3	3	3	0.000	0.562
chr1	43972	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	43979	-	CHH	0.000	3.00	0	3	3	3	0.000	0.562
chr1	43983	+	CHG	0.000	3.00	0	3	3	3	0.000	0.562
chr1	43985	-	CHG	0.000	3.00	0	3	3	3	0.000	0.562
chr1	43989	+	CG	0.000	3.00	0	3	4	4	0.000	0.562
chr1	43990	-	CG	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	43992	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	43997	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	43999	+	CHG	0.000	3.00	0	3	5	5	0.000	0.562
chr1	44001	-	CHG	0.200	5.00	1	5	3	3	0.036	0.624
chr1	44002	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	44003	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	44009	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	44014	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	44016	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	44021	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	44024	+	CHH	0.000	3.00	0	3	6	6	0.000	0.562
chr1	44027	-	CHH	0.000	6.00	0	6	4	4	0.000	0.390
chr1	44031	-	CHH	0.000	6.00	0	6	4	4	0.000	0.390
chr1	44033	+	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	44038	+	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	44044	+	CHG	0.000	4.00	0	4	8	8	0.000	0.490
chr1	44046	-	CHG	0.000	8.00	0	8	4	4	0.000	0.324
